,id,tag
7164,24339,Digital Health
7165,24339,Healthcare
7166,24339,Health & Wellness
7167,24266,Banking as a Service
7168,24266,Fintech
7169,24266,Consumer Finance
7170,24255,Grocery
7171,24255,Sustainability
7172,24255,Climate
7173,24255,E-commerce
7174,24255,Subscriptions
7175,24235,Artificial Intelligence
7176,24235,Assistive Tech
7177,24235,Gaming
7178,24185,Hard Tech
7179,24185,Cultured Meat
7180,24185,Biotech
7181,24185,Climate
7182,24185,Food Tech
7183,24163,Marketplace
7184,24163,Proptech
7185,24157,Fintech
7186,24157,Neobank
7187,24147,Developer Tools
7188,24147,SaaS
7189,24147,Customer Success
7190,24025,AI-Enhanced Learning
7191,24025,SaaS
7192,24025,B2B
7193,23970,Hardware
7194,23970,Housing
7195,23970,Manufacturing
7196,23970,Proptech
7197,23970,Climate
7198,23963,E-commerce
7199,23861,SaaS
7200,23861,Creator Economy
7201,23842,DeFi
7202,23842,Fintech
7203,23842,Crypto / Web3
7204,23831,Marketplace
7205,23831,Telehealth
7206,23831,Healthcare
7207,23727,FinOps
7208,23727,Fintech
7209,23727,SaaS
7210,23727,Finance
7211,23727,B2B
7212,23659,Fintech
7213,26425,Developer Tools
7214,26425,SaaS
7215,26425,Crypto / Web3
7216,26425,NFT
7217,26331,Health Tech
7218,26331,Medical Devices
7219,26331,Healthcare
7220,26311,Artificial Intelligence
7221,26311,Gene Therapy
7222,26311,Cell Therapy
7223,26311,Genomics
7224,26307,Fintech
7225,26307,Consumer
7226,26307,Gaming
7227,26303,Developer Tools
7228,26303,DevSecOps
7229,26303,Kubernetes
7230,26296,SaaS
7231,26296,Deepfake Detection
7232,26296,Security
7233,26296,Privacy
7234,26296,AI
7235,26294,Marketplace
7236,26294,SaaS
7237,26294,E-commerce
7238,26290,Fintech
7239,26290,Neobank
7240,26277,B2B
7241,26277,E-commerce
7242,26268,SaaS
7243,26268,Solar Power
7244,26268,Construction
7245,26268,Proptech
7246,26268,Climate
7247,26267,Warehouse Management Tech
7248,26267,B2B
7249,26267,Logistics
7250,26266,SaaS
7251,26266,B2B
7252,26266,Productivity
7253,26266,Customer Success
7254,26266,Collaboration
7255,26265,Fintech
7256,26265,Consumer Finance
7257,26265,Neobank
7258,26264,FinOps
7259,26264,Fintech
7260,26264,SaaS
7261,26264,B2B
7262,26264,Enterprise Software
7263,26254,Computer Vision
7264,26253,Manufacturing
7265,26253,Industrial
7266,26243,Energy Storage
7267,26243,Hydrogen Energy
7268,26243,Marketplace
7269,26243,Climate
7270,26243,ClimateTech
7271,26242,Fintech
7272,26242,Entertainment
7273,26242,Music
7274,26242,Creator Economy
7275,26210,B2B
7276,26210,Logistics
7277,26205,Developer Tools
7278,26205,SaaS
7279,26205,API
7280,26190,SaaS
7281,26190,Construction
7282,26183,Fintech
7283,26183,Lending
7284,26163,Delivery
7285,26163,Logistics
7286,26163,Food Tech
7287,26148,Marketplace
7288,26148,Community
7289,26148,E-commerce
7290,26147,Hardware
7291,26147,B2B
7292,26147,Logistics
7293,26147,Supply Chain
7294,26144,Developer Tools
7295,26144,Generative AI
7296,26144,Productivity
7297,26139,Logistics
7298,26139,Climate
7299,26139,Electric Vehicles
7300,26138,Climate
7301,26138,Insurance
7302,26138,AI
7303,26137,Climate
7304,26137,ClimateTech
7305,26134,Hydrogen Energy
7306,26134,Airplanes
7307,26134,Climate
7308,26134,Electric Vehicles
7309,26134,Aerospace
7310,26125,Artificial Intelligence
7311,26125,Generative AI
7312,26125,GovTech
7313,26122,Biotech
7314,26122,Therapeutics
7315,26122,Drug discovery
7316,26121,SaaS
7317,26121,B2B
7318,26121,Entertainment
7319,26121,Productivity
7320,26121,Enterprise
7321,26120,Carbon Capture and Removal
7322,26120,Hard Tech
7323,26120,Hardware
7324,26120,Climate
7325,26118,Clean Meat
7326,26118,Cultured Meat
7327,26118,Climate
7328,26118,Food Tech
7329,26109,Developer Tools
7330,26109,Crypto / Web3
7331,26109,Payments
7332,26109,Gaming
7333,26109,Creator Economy
7334,26108,E-commerce
7335,26108,India
7336,26094,Artificial Intelligence
7337,26094,Data Science
7338,26094,Healthcare IT
7339,26094,Databases
7340,26073,SaaS
7341,26073,B2B
7342,26073,Recruiting
7343,26073,HR Tech
7344,26072,Artificial Intelligence
7345,26072,Robotics
7346,26072,Climate
7347,26072,Energy
7348,26072,Mining
7349,26067,Marketplace
7350,26067,Real Estate
7351,26067,Consumer
7352,26067,B2B
7353,26067,Proptech
7354,26066,AIOps
7355,26066,Artificial Intelligence
7356,26066,Developer Tools
7357,26066,B2B
7358,26066,AI
7359,26054,Fintech
7360,26054,Marketplace
7361,26054,Consumer
7362,26054,E-commerce
7363,26053,SaaS
7364,26053,Warehouse Management Tech
7365,26053,Logistics
7366,26051,Fintech
7367,26051,Payments
7368,26050,Consumer
7369,26050,Manufacturing
7370,26050,Climate
7371,26050,Transportation
7372,26050,Electric Vehicles
7373,26049,DevSecOps
7374,26049,Next-gen Network Security
7375,26049,Open Source
7376,26049,Kubernetes
7377,26043,DeFi
7378,26043,Crypto / Web3
7379,26043,DAO
7380,26042,Fintech
7381,26042,Consumer
7382,26042,LegalTech
7383,26041,Entertainment
7384,26035,AI-Enhanced Learning
7385,26035,Education
7386,26035,eLearning
7387,26035,Nonprofit
7388,26034,SaaS
7389,26034,B2B
7390,26034,Climate
7391,26034,API
7392,26034,ClimateTech
7393,26033,Assistive Tech
7394,26033,SaaS
7395,26033,Consumer
7396,26033,Productivity
7397,26033,Note-taking
7398,26032,Consumer Health Services
7399,26032,Digital Health
7400,26032,Healthcare
7401,26032,Telemedicine
7402,26021,Consumer Health Services
7403,26021,Consumer
7404,26021,Healthcare
7405,26020,Machine Learning
7406,26020,Mental Health Tech
7407,26020,Nonprofit
7408,26020,Social
7409,26020,NLP
7410,26019,Crypto / Web3
7411,26019,Finance
7412,26019,Cryptocurrency
7413,26016,Fintech
7414,26015,Fertility Tech
7415,26015,Biotech
7416,26015,Genomics
7417,26004,Education
7418,26004,Design
7419,26003,Fintech
7420,25999,Video
7421,25999,AI
7422,25996,Education
7423,25995,SaaS
7424,25995,B2B
7425,25995,Enterprise
7426,25995,No-code
7427,25995,AI
7428,25992,Marketplace
7429,25992,E-commerce
7430,25991,Generative AI
7431,25991,SaaS
7432,25991,B2B
7433,25991,Productivity
7434,25991,AI
7435,25989,SaaS
7436,25989,B2B
7437,25989,Analytics
7438,25986,SaaS
7439,25986,B2B
7440,25986,Climate
7441,25985,Consumer Health Services
7442,25985,Health Tech
7443,25985,Digital Health
7444,25985,Healthcare
7445,25985,Telemedicine
7446,25984,SaaS
7447,25984,B2B
7448,25984,Design Tools
7449,25983,Artificial Intelligence
7450,25983,Consumer
7451,25983,Entertainment
7452,25983,Social
7453,25983,Music
7454,25981,Fintech
7455,25981,SaaS
7456,25981,Real Estate
7457,25981,Proptech
7458,25981,Neobank
7459,25978,Marketplace
7460,25978,B2B
7461,25978,E-commerce
7462,25977,Marketplace
7463,25976,Fintech
7464,25976,Machine Learning
7465,25976,Proptech
7466,25975,Developer Tools
7467,25975,Machine Learning
7468,25975,Analytics
7469,25975,AI
7470,25974,Health Tech
7471,25973,Fintech
7472,25973,Lending
7473,25973,Consumer Finance
7474,25969,Machine Learning
7475,25969,API
7476,25969,Search
7477,25969,AI
7478,25969,Recommendation System
7479,25967,SaaS
7480,25966,Developer Tools
7481,25966,Messaging
7482,25966,API
7483,25966,SMS
7484,25965,Marketplace
7485,25965,SaaS
7486,25965,Construction
7487,25965,B2B
7488,25960,Insurance
7489,25959,Marketplace
7490,25959,SaaS
7491,25959,Delivery
7492,25958,SaaS
7493,25958,Human Resources
7494,25958,B2B
7495,25954,Social
7496,25954,Music
7497,25951,E-commerce
7498,25951,Skincare
7499,25950,Developer Tools
7500,25950,Crypto / Web3
7501,25950,B2B
7502,25950,NFT
7503,25950,Cryptocurrency
7504,25949,Cloud Computing
7505,25948,Developer Tools
7506,25948,Fintech
7507,25948,Machine Learning
7508,25947,SaaS
7509,25947,B2B
7510,25947,Customer Support
7511,25946,Developer Tools
7512,25946,SaaS
7513,25946,B2B
7514,25946,Identity
7515,25937,Crypto / Web3
7516,25937,Security
7517,25937,Cryptography
7518,25935,B2B
7519,25935,Logistics
7520,25935,E-commerce
7521,25935,Supply Chain
7522,25931,Fintech
7523,25931,Investing
7524,25931,Retail
7525,25930,Fintech
7526,25930,SaaS
7527,25930,B2B
7528,25929,Mental Health Tech
7529,25929,SaaS
7530,25929,B2B
7531,25929,HR Tech
7532,25929,Subscriptions
7533,25928,Marketplace
7534,25928,SaaS
7535,25928,B2B
7536,25928,Supply Chain
7537,25928,Food Tech
7538,25924,Fintech
7539,25924,Consumer
7540,25924,B2B
7541,25924,Gaming
7542,25923,Artificial Intelligence
7543,25923,Developer Tools
7544,25923,SaaS
7545,25923,API
7546,25923,Email
7547,25921,Generative AI
7548,25921,SaaS
7549,25921,Real Estate
7550,25921,Proptech
7551,25921,AI Assistant
7552,25918,Fintech
7553,25918,SaaS
7554,25918,Creator Economy
7555,25915,Hardware
7556,25915,Virtual Reality
7557,25915,Consumer
7558,25915,Gaming
7559,25914,Artificial Intelligence
7560,25914,Deep Learning
7561,25914,Machine Learning
7562,25914,IoT
7563,25914,Manufacturing
7564,25913,Sales
7565,25913,Sales Enablement
7566,25911,DeFi
7567,25911,Crypto / Web3
7568,25911,Payments
7569,25907,Mental Health Tech
7570,25907,Consumer Health Services
7571,25907,Consumer
7572,25892,Artificial Intelligence
7573,25892,Hardware
7574,25892,Consumer
7575,25892,Electronics
7576,25891,Fintech
7577,25891,Machine Learning
7578,25876,Fintech
7579,25876,Microinsurance
7580,25871,Developer Tools
7581,25871,DevOps
7582,25871,Cloud Computing
7583,25871,Infrastructure
7584,25870,Artificial Intelligence
7585,25870,Fintech
7586,25870,Generative AI
7587,25870,Payments
7588,25870,Analytics
7589,25866,Analytics
7590,25866,Sales
7591,25866,Operations
7592,25866,AI
7593,25866,AI Assistant
7594,25865,Gene Therapy
7595,25865,Hard Tech
7596,25865,Biotech
7597,25865,Healthcare
7598,25865,Therapeutics
7599,25864,Neurotechnology
7600,25864,Medical Devices
7601,25864,Biotech
7602,25849,Artificial Intelligence
7603,25849,Developer Tools
7604,25849,API
7605,25849,AI
7606,25835,SaaS
7607,25835,B2B
7608,25831,Developer Tools
7609,25831,Productivity
7610,25831,AI
7611,25827,Fintech
7612,25827,B2B
7613,25827,HR Tech
7614,25827,Enterprise
7615,25825,Marketplace
7616,25825,SaaS
7617,25825,B2B
7618,25825,Recruiting
7619,25825,Healthcare
7620,25822,Marketplace
7621,25822,Logistics
7622,25820,Fintech
7623,25820,Consumer
7624,25820,Gaming
7625,25819,Climate
7626,25819,API
7627,25819,Energy
7628,25819,Electric Vehicles
7629,25818,Developer Tools
7630,25818,B2B
7631,25818,Video
7632,25818,Advertising
7633,25818,AI
7634,25817,Machine Learning
7635,25817,Robotics
7636,25817,Virtual Reality
7637,25810,Marketplace
7638,25810,SaaS
7639,25810,Construction
7640,25810,B2B
7641,25810,Proptech
7642,25789,Fintech
7643,25789,Marketplace
7644,25789,Healthcare
7645,25788,Fintech
7646,25788,SaaS
7647,25788,B2B
7648,25788,Supply Chain
7649,25787,Marketplace
7650,25787,NFT
7651,25782,Carbon Capture and Removal
7652,25782,Construction
7653,25782,Climate
7654,25779,Developer Tools
7655,25779,SaaS
7656,25779,B2B
7657,25778,SaaS
7658,25778,B2B
7659,25778,E-commerce
7660,25777,Developer Tools
7661,25777,Robotic Process Automation
7662,25777,Computer Vision
7663,25777,Open Source
7664,25777,AI
7665,25776,Fintech
7666,25763,SaaS
7667,25763,B2B
7668,25763,Compliance
7669,25763,Trust & Safety
7670,25763,AI
7671,25758,Banking as a Service
7672,25758,FinOps
7673,25758,Fintech
7674,25758,B2B
7675,25757,Education
7676,25757,eLearning
7677,25757,Enterprise
7678,25756,Marketplace
7679,25756,SaaS
7680,25756,B2B
7681,25756,LegalTech
7682,25755,Banking as a Service
7683,25755,Fintech
7684,25755,Neobank
7685,25754,Marketplace
7686,25754,SaaS
7687,25754,Real Estate
7688,25754,B2B
7689,25754,Proptech
7690,25753,Artificial Intelligence
7691,25753,Marketplace
7692,25753,B2B
7693,25753,Recruiting
7694,25753,Enterprise Software
7695,25752,B2B
7696,25746,Entertainment
7697,25746,Subscriptions
7698,25745,Artificial Intelligence
7699,25745,Fintech
7700,25743,SaaS
7701,25743,Analytics
7702,25743,Data Engineering
7703,25738,Developer Tools
7704,25738,Analytics
7705,25738,Open Source
7706,25738,Data Engineering
7707,25737,SaaS
7708,25737,Health Tech
7709,25737,B2B
7710,25737,Digital Health
7711,25737,Healthcare
7712,25733,Solar Power
7713,25733,Climate
7714,25732,Artificial Intelligence
7715,25732,Generative AI
7716,25732,Consumer
7717,25732,B2B
7718,25732,Gaming
7719,25730,SaaS
7720,25728,Investing
7721,25727,Artificial Intelligence
7722,25727,E-commerce
7723,25727,Food Tech
7724,25726,Fintech
7725,25726,Payments
7726,25726,B2B
7727,25725,Crypto / Web3
7728,25725,Consumer
7729,25725,Entertainment
7730,25725,Social
7731,25725,Infrastructure
7732,25724,Artificial Intelligence
7733,25724,SaaS
7734,25724,B2B
7735,25724,Productivity
7736,25721,Fintech
7737,25721,Marketplace
7738,25721,Logistics
7739,25721,Social
7740,25721,E-commerce
7741,25720,Developer Tools
7742,25720,B2B
7743,25720,Open Source
7744,25717,Banking as a Service
7745,25717,Fintech
7746,25716,Artificial Intelligence
7747,25716,Fintech
7748,25716,SaaS
7749,25716,Identity
7750,25715,AIOps
7751,25715,Fintech
7752,25715,SaaS
7753,25714,Artificial Intelligence
7754,25714,Machine Learning
7755,25714,Cloud Computing
7756,25713,Fintech
7757,25713,Consumer
7758,25713,B2B
7759,25713,Neobank
7760,25712,Artificial Intelligence
7761,25712,Finance
7762,25712,B2B
7763,25712,Workflow Automation
7764,25712,Enterprise Software
7765,25711,Fintech
7766,25711,SaaS
7767,25700,Biotech
7768,25700,Climate
7769,25700,Agriculture
7770,25699,Fintech
7771,25699,Investing
7772,25699,Cryptocurrency
7773,25697,B2B
7774,25697,Identity
7775,25697,Security
7776,25697,API
7777,25696,SaaS
7778,25696,Consumer
7779,25696,Security
7780,25696,Insurance
7781,25696,Enterprise
7782,25695,Fintech
7783,25695,Crypto / Web3
7784,25694,Fintech
7785,25694,Payments
7786,25694,India
7787,25693,Fintech
7788,25693,SaaS
7789,25692,SaaS
7790,25692,Productivity
7791,25692,Analytics
7792,25691,Healthcare
7793,25690,Developer Tools
7794,25690,SaaS
7795,25690,Open Source
7796,25690,API
7797,25689,SaaS
7798,25689,India
7799,25685,FinOps
7800,25685,Fintech
7801,25685,Payments
7802,25685,B2B
7803,25685,Neobank
7804,25684,Fintech
7805,25684,SaaS
7806,25684,B2B
7807,25684,API
7808,25684,Insurance
7809,25683,Fintech
7810,25683,SaaS
7811,25683,B2B
7812,25682,Mental Health Tech
7813,25682,Digital Health
7814,25682,Femtech
7815,25681,Marketplace
7816,25681,SaaS
7817,25681,B2B
7818,25680,Artificial Intelligence
7819,25680,Analytics
7820,25680,Marketing
7821,25679,SaaS
7822,25679,B2B
7823,25679,Customer Success
7824,25679,Customer Support
7825,25678,Fintech
7826,25678,Crypto / Web3
7827,25677,Energy Storage
7828,25677,Robotics
7829,25677,Climate
7830,25677,ClimateTech
7831,25674,AI-Enhanced Learning
7832,25674,Education
7833,25674,Generative AI
7834,25674,Machine Learning
7835,25674,Consumer
7836,25673,Hard Tech
7837,25673,Hardware
7838,25672,B2B
7839,25672,AI
7840,25671,Marketplace
7841,25671,E-commerce
7842,25670,Fintech
7843,25670,Payments
7844,25670,Payroll
7845,25665,Banking as a Service
7846,25665,Cashierless Checkout
7847,25665,Fintech
7848,25663,Developer Tools
7849,25663,SaaS
7850,25663,Collaboration
7851,25663,API
7852,25663,Remote Work
7853,25662,Fintech
7854,25662,SaaS
7855,25662,B2B
7856,25660,Banking as a Service
7857,25660,Fintech
7858,25660,B2B
7859,25659,SaaS
7860,25659,B2B
7861,25659,Digital Health
7862,25658,Fintech
7863,25657,SaaS
7864,25657,B2B
7865,25657,HR Tech
7866,25656,Artificial Intelligence
7867,25656,Generative AI
7868,25656,Analytics
7869,25656,Data Science
7870,25656,AI Assistant
7871,25655,Fintech
7872,25655,Consumer
7873,25655,Investing
7874,25654,Healthcare
7875,25654,Insurance
7876,25654,India
7877,25652,Fintech
7878,25652,SaaS
7879,25652,B2B
7880,25650,Artificial Intelligence
7881,25650,Hard Tech
7882,25650,Hardware
7883,25650,SaaS
7884,25650,Medical Devices
7885,25649,Fintech
7886,25649,GovTech
7887,25649,Proptech
7888,25647,GovTech
7889,25647,Construction
7890,25647,Proptech
7891,25645,Artificial Intelligence
7892,25645,B2B
7893,25645,Customer Service
7894,25645,Customer Support
7895,25643,Developer Tools
7896,25635,Travel
7897,25635,AI
7898,25634,Analytics
7899,25620,DeFi
7900,25620,DAO
7901,25619,Fintech
7902,25619,SaaS
7903,25619,B2B
7904,25618,Artificial Intelligence
7905,25618,Finance
7906,25618,B2B
7907,25615,Fintech
7908,25615,Consumer
7909,25614,Video
7910,25614,Media
7911,25613,Fintech
7912,25613,Consumer
7913,25610,AIOps
7914,25610,Machine Learning
7915,25610,Healthcare
7916,25608,Artificial Intelligence
7917,25608,Fintech
7918,25608,B2B
7919,25608,Compliance
7920,25608,Regtech
7921,25607,Machine Learning
7922,25607,B2B
7923,25607,Subscriptions
7924,25607,Regtech
7925,25606,Marketplace
7926,25606,Edtech
7927,25605,Digital Freight Brokerage
7928,25605,B2B
7929,25605,Logistics
7930,25605,Supply Chain
7931,25603,Artificial Intelligence
7932,25603,Generative AI
7933,25603,B2B
7934,25603,Gaming
7935,25603,Advertising
7936,25596,Grocery
7937,25596,Consumer
7938,25596,Delivery
7939,25596,Logistics
7940,25596,E-commerce
7941,25594,Fintech
7942,25593,Fintech
7943,25593,SaaS
7944,25593,Payments
7945,25593,B2B
7946,25593,Neobank
7947,25592,Delivery
7948,25592,E-Commerce
7949,25592,Fashion
7950,25590,API
7951,25590,Energy
7952,25590,Electric Vehicles
7953,25590,AI
7954,25590,ML
7955,25589,Hard Tech
7956,25589,Hardware
7957,25589,Security
7958,25588,SaaS
7959,25587,Artificial Intelligence
7960,25587,Generative AI
7961,25587,B2B
7962,25587,Productivity
7963,25587,AI
7964,25586,Fintech
7965,25586,Crypto / Web3
7966,25586,Investing
7967,25585,Artificial Intelligence
7968,25585,Machine Learning
7969,25584,Developer Tools
7970,25584,Fintech
7971,25584,B2B
7972,25584,API
7973,25582,Analytics
7974,25582,Healthcare
7975,25575,Developer Tools
7976,25575,Machine Learning
7977,25575,Open Source
7978,25575,AI
7979,25573,Real Estate
7980,25573,Sales
7981,25573,Marketing
7982,25572,SaaS
7983,25572,Construction
7984,25572,B2B
7985,25572,Architecture
7986,25572,Infrastructure
7987,25571,Entertainment
7988,25571,Subscriptions
7989,25561,AIOps
7990,25561,Machine Learning
7991,25561,Data Engineering
7992,25560,Fintech
7993,25560,SaaS
7994,25560,Finance
7995,25560,Investing
7996,25559,Fintech
7997,25559,E-commerce
7998,25558,Artificial Intelligence
7999,25558,Call Center
8000,25557,Delivery
8001,25557,Sales
8002,25557,Email
8003,25553,Climate
8004,25552,DevSecOps
8005,25552,Next-gen Network Security
8006,25552,B2B
8007,25552,Security
8008,25552,Open Source
8009,25542,Developer Tools
8010,25542,Analytics
8011,25542,Open Source
8012,25542,Data Engineering
8013,25541,Manufacturing
8014,25541,Data Engineering
8015,25541,AI
8016,25541,Automotive
8017,25540,SaaS
8018,25540,B2B
8019,25540,Marketing
8020,25539,Consumer Health Services
8021,25539,Health Tech
8022,25539,Digital Health
8023,25538,Machine Learning
8024,25538,LegalTech
8025,25537,Artificial Intelligence
8026,25537,Machine Learning
8027,25537,Infrastructure
8028,25532,Fintech
8029,25532,Machine Learning
8030,25532,Lending
8031,25532,AI
8032,25531,Fintech
8033,25531,SaaS
8034,25531,B2B
8035,25530,Sustainable Fashion
8036,25530,Consumer
8037,25530,Creator Economy
8038,25529,B2B
8039,25529,Sales
8040,25529,Sales Enablement
8041,25529,AI
8042,25529,AI Assistant
8043,25528,Fintech
8044,25528,Proptech
8045,25527,Proptech
8046,25526,Fintech
8047,25526,SaaS
8048,25526,B2B
8049,25526,Compliance
8050,25526,Regtech
8051,25525,SaaS
8052,25525,Healthcare
8053,25522,Developer Tools
8054,25522,SaaS
8055,25522,Design Tools
8056,25521,SaaS
8057,25521,HR Tech
8058,25521,Insurance
8059,25519,SaaS
8060,25519,Productivity
8061,25518,AI-Enhanced Learning
8062,25518,Education
8063,25518,eLearning
8064,25518,Consumer
8065,25517,Fintech
8066,25517,Marketplace
8067,25517,Crypto / Web3
8068,25517,Creator Economy
8069,25516,Fintech
8070,25516,Consumer
8071,25516,Neobank
8072,25513,Banking as a Service
8073,25513,Fintech
8074,25513,B2B
8075,25513,API
8076,25512,Generative AI
8077,25512,Telehealth
8078,25512,B2B
8079,25512,Digital Health
8080,25512,Telemedicine
8081,25511,Artificial Intelligence
8082,25511,Video
8083,25509,Developer Tools
8084,25509,eLearning
8085,25509,Virtual Reality
8086,25509,API
8087,25509,Remote Work
8088,25491,Artificial Intelligence
8089,25491,Generative AI
8090,25491,Machine Learning
8091,25491,Human Resources
8092,25486,Generative AI
8093,25486,Legal
8094,25486,LegalTech
8095,25480,SaaS
8096,25480,B2B
8097,25480,Customer Success
8098,25480,Customer Service
8099,25480,Customer Support
8100,25476,B2B
8101,25476,Travel
8102,25476,E-commerce
8103,25476,Transportation
8104,25476,Mobility
8105,25475,Fintech
8106,25475,Neobank
8107,25473,Fintech
8108,25473,Marketplace
8109,25473,B2B
8110,25472,Productivity
8111,25472,Collaboration
8112,25472,Design Tools
8113,25451,SaaS
8114,25451,B2B
8115,25451,Marketing
8116,25451,AI
8117,25450,Medical Devices
8118,25449,Biotech
8119,25449,Therapeutics
8120,25449,Drug discovery
8121,25449,Oncology
8122,25449,Biotechnology
8123,25448,Machine Learning
8124,25448,Biotech
8125,25448,Analytics
8126,25447,Marketplace
8127,25447,Consumer
8128,25447,Community
8129,25446,SaaS
8130,25446,E-commerce
8131,25445,Marketplace
8132,25445,SaaS
8133,25445,Consumer
8134,25444,Fintech
8135,25444,Payments
8136,25419,Marketplace
8137,25419,Supply Chain
8138,25419,Food Tech
8139,25418,Marketplace
8140,25418,Manufacturing
8141,25417,Education
8142,25417,Marketplace
8143,25417,Gaming
8144,25417,Metaverse
8145,25403,Fintech
8146,25402,Developer Tools
8147,25402,SaaS
8148,25402,Security
8149,25401,Fintech
8150,25400,Artificial Intelligence
8151,25400,Hard Tech
8152,25400,Robotics
8153,25400,Manufacturing
8154,25399,Cellular Agriculture
8155,25399,Machine Learning
8156,25399,Synthetic Biology
8157,25399,Biotech
8158,25398,Machine Learning
8159,25398,Privacy
8160,25398,Data Engineering
8161,25397,Hard Tech
8162,25397,Climate
8163,25397,Transportation
8164,25396,Machine Learning
8165,25396,Real Estate
8166,25396,Proptech
8167,25396,NLP
8168,25396,Data Engineering
8169,25395,Supply Chain
8170,25395,Food
8171,25394,Fintech
8172,25394,Marketplace
8173,25394,B2B
8174,25381,Marketplace
8175,25381,Travel
8176,25363,Sports Tech
8177,25363,Virtual Reality
8178,25363,Fitness
8179,25363,Gaming
8180,25363,Social
8181,25361,Climate
8182,25360,Marketplace
8183,25360,Sustainable Tourism
8184,25360,Real Estate
8185,25360,Travel
8186,25360,Investments
8187,25359,SaaS
8188,25359,B2B
8189,25359,E-commerce
8190,25358,Machine Learning
8191,25358,API
8192,25358,AI
8193,25357,Mental Health Tech
8194,25357,Biometrics
8195,25356,SaaS
8196,25356,Productivity
8197,25356,Collaboration
8198,25356,Remote Work
8199,25356,AI
8200,25354,SaaS
8201,25354,B2B
8202,25354,Sales
8203,25354,Marketing
8204,25353,Analytics
8205,25353,Compliance
8206,25353,Data Engineering
8207,25351,Artificial Intelligence
8208,25351,B2B
8209,25351,Manufacturing
8210,25350,SaaS
8211,25350,Health Tech
8212,25350,Digital Health
8213,25350,Genomics
8214,25350,Primary Care
8215,25349,Cellular Agriculture
8216,25349,Biotech
8217,25349,Climate
8218,25349,Food Tech
8219,25348,Compliance
8220,25348,AI
8221,25348,AI Assistant
8222,25347,Climate
8223,25346,Fintech
8224,25346,SaaS
8225,25346,Neobank
8226,25342,Developer Tools
8227,25342,SaaS
8228,25342,DevOps
8229,25342,Web Development
8230,25342,AI
8231,25341,Fintech
8232,25341,Consumer
8233,25340,Email
8234,25339,Marketplace
8235,25339,Consumer
8236,25339,Travel
8237,25338,Fintech
8238,25338,Payments
8239,25338,Neobank
8240,25334,Developer Tools
8241,25334,Drug discovery
8242,25334,Data Engineering
8243,25333,Hardware
8244,25333,Robotics
8245,25333,Food Tech
8246,25333,Agriculture
8247,25332,Neurotechnology
8248,25332,Health Tech
8249,25331,Synthetic Biology
8250,25331,Biotech
8251,25331,Healthcare
8252,25331,Therapeutics
8253,25331,Drug discovery
8254,25330,Mental Health Tech
8255,25330,Neurotechnology
8256,25330,Medical Devices
8257,25329,Artificial Intelligence
8258,25329,Fintech
8259,25329,Generative AI
8260,25329,SaaS
8261,25329,Market Research
8262,25328,Fintech
8263,25328,Machine Learning
8264,25328,Consumer
8265,25328,Insurance
8266,25327,Machine Learning
8267,25327,Medical Devices
8268,25327,Digital Health
8269,25322,Artificial Intelligence
8270,25322,Fintech
8271,25322,SaaS
8272,25322,Workflow Automation
8273,25322,Analytics
8274,25321,AI-powered Drug Discovery
8275,25321,Pediatrics
8276,25321,Biotech
8277,25320,Fintech
8278,25320,SaaS
8279,25320,API
8280,25320,Enterprise
8281,25320,Infrastructure
8282,25319,Fintech
8283,25319,Consumer Health Services
8284,25319,Health Tech
8285,25319,Healthcare
8286,25319,Insurance
8287,25318,Artificial Intelligence
8288,25318,Fintech
8289,25318,Real Estate
8290,25318,Construction
8291,25318,Proptech
8292,25317,Fintech
8293,25317,SaaS
8294,25317,B2B
8295,25316,Fintech
8296,25316,SaaS
8297,25316,B2B
8298,25316,API
8299,25316,Enterprise
8300,25315,Fintech
8301,25315,SaaS
8302,25315,Payments
8303,25315,B2B
8304,25315,Subscriptions
8305,25314,AI-Enhanced Learning
8306,25314,Artificial Intelligence
8307,25314,SaaS
8308,25314,B2B
8309,25314,Sales
8310,25313,Developer Tools
8311,25313,Hard Tech
8312,25313,Hardware
8313,25313,IoT
8314,25313,Satellites
8315,25312,Cloud Computing
8316,25311,AIOps
8317,25311,Marketplace
8318,25311,SaaS
8319,25311,Community
8320,25311,Automation
8321,25309,Marketplace
8322,25309,Insurance
8323,25308,Mental Health Tech
8324,25308,Consumer Health Services
8325,25308,Digital Health
8326,25308,Health & Wellness
8327,25307,Artificial Intelligence
8328,25307,Developer Tools
8329,25307,Video
8330,25306,Developer Tools
8331,25306,Gaming
8332,25305,Fintech
8333,25305,Marketplace
8334,25304,Fintech
8335,25304,SaaS
8336,25304,Payments
8337,25304,B2B
8338,25304,Neobank
8339,25303,Healthcare
8340,25303,Women's Health
8341,25291,Marketplace
8342,25291,Media
8343,25291,E-commerce
8344,25287,Consumer
8345,25287,Productivity
8346,25286,B2B
8347,25286,Medical Devices
8348,25285,Consumer Health Services
8349,25285,COVID-19
8350,25285,Health Tech
8351,25285,Diagnostics
8352,25285,Consumer Products
8353,25279,Collaboration
8354,25279,Sales
8355,25279,Advertising
8356,25279,Creator Economy
8357,25275,Generative AI
8358,25275,SaaS
8359,25275,Security
8360,25275,Enterprise
8361,25275,AI
8362,25274,Fintech
8363,25274,B2B
8364,25274,E-commerce
8365,25273,SaaS
8366,25273,Construction
8367,25273,B2B
8368,25273,Proptech
8369,25273,API
8370,25272,Analytics
